contrast,index,position,layer,group,probe,token_id,delta_logit
concealment_over_wrong,108,prompt_end,1,cover,normal,4622,-0.21542704105377197
concealment_over_wrong,108,prompt_end,1,cover,natural,5810,-0.2590606212615967
concealment_over_wrong,108,prompt_end,1,cover,plausible,49334,0.11448168754577637
concealment_over_wrong,108,prompt_end,1,cover,coherent,55787,-0.3284800052642822
concealment_over_wrong,108,prompt_end,1,cover,convincing,39561,-0.29339224100112915
concealment_over_wrong,108,prompt_end,1,cover,trust,6950,-0.10423910617828369
concealment_over_wrong,108,prompt_end,1,monitoring,reveal,16400,-0.16954588890075684
concealment_over_wrong,108,prompt_end,1,monitoring,disclose,35233,-0.22892224788665771
concealment_over_wrong,108,prompt_end,1,monitoring,mention,6286,-0.04765725135803223
concealment_over_wrong,108,prompt_end,1,monitoring,verify,10146,-0.11164754629135132
concealment_over_wrong,108,prompt_end,1,monitoring,check,1779,-0.03156137466430664
concealment_over_wrong,108,prompt_end,1,monitoring,aware,7853,0.14548015594482422
concealment_over_wrong,108,prompt_end,1,monitoring,intent,7385,0.03297781944274902
concealment_over_wrong,108,prompt_end,1,generation,answer,4226,0.09788322448730469
concealment_over_wrong,108,prompt_end,1,generation,reason,2874,0.10433530807495117
concealment_over_wrong,108,prompt_end,1,generation,think,1744,-0.2030119001865387
concealment_over_wrong,108,prompt_end,1,generation,step,3019,-0.10639119148254395
concealment_over_wrong,108,prompt_end,1,generation,final,1590,-0.22703254222869873
concealment_over_wrong,108,prompt_end,1,generation,short,2805,-0.34697043895721436
concealment_over_wrong,108,prompt_end,1,generation,continue,3060,-0.058854639530181885
concealment_over_wrong,108,prompt_end,1,generation,stop,2936,-0.4046823978424072
concealment_over_wrong,108,prompt_end,1,generation,end,835,-0.17901206016540527
concealment_over_wrong,108,prompt_end,2,deception,lie,10246,-0.48511338233947754
concealment_over_wrong,108,prompt_end,2,deception,lying,20446,-0.5428546369075775
concealment_over_wrong,108,prompt_end,2,deception,deceive,92828,-0.16159725189208984
concealment_over_wrong,108,prompt_end,2,deception,deceptive,80274,-0.12300240993499756
concealment_over_wrong,108,prompt_end,2,deception,misleading,37209,-0.17230439186096191
concealment_over_wrong,108,prompt_end,2,deception,conceal,53162,-0.1588420867919922
concealment_over_wrong,108,prompt_end,2,deception,hide,10265,-0.31646828353405
concealment_over_wrong,108,prompt_end,2,truth,truth,8046,-0.04452890157699585
concealment_over_wrong,108,prompt_end,2,truth,truthful,89867,-0.2601844593882561
concealment_over_wrong,108,prompt_end,2,truth,honest,10745,-0.26847517490386963
concealment_over_wrong,108,prompt_end,2,truth,honesty,47848,-0.24935993552207947
concealment_over_wrong,108,prompt_end,2,truth,correct,4396,-0.49550914764404297
concealment_over_wrong,108,prompt_end,2,error,wrong,4969,-0.4120851755142212
concealment_over_wrong,108,prompt_end,2,error,incorrect,15114,-0.26917290687561035
concealment_over_wrong,108,prompt_end,2,error,error,1465,-0.4029266834259033
concealment_over_wrong,108,prompt_end,2,error,mistake,16523,-0.2332051396369934
concealment_over_wrong,108,prompt_end,2,error,false,895,-0.19362497329711914
concealment_over_wrong,108,prompt_end,2,cover,harmless,52897,-0.12395453453063965
concealment_over_wrong,108,prompt_end,2,cover,normal,4622,-0.3115065097808838
concealment_over_wrong,108,prompt_end,2,cover,natural,5810,-0.35920143127441406
concealment_over_wrong,108,prompt_end,2,cover,plausible,49334,0.001695871353149414
concealment_over_wrong,108,prompt_end,2,cover,coherent,55787,-0.3450065851211548
concealment_over_wrong,108,prompt_end,2,cover,convincing,39561,-0.3053814470767975
concealment_over_wrong,108,prompt_end,2,cover,trust,6950,-0.15938961505889893
concealment_over_wrong,108,prompt_end,2,monitoring,reveal,16400,-0.20128858089447021
concealment_over_wrong,108,prompt_end,2,monitoring,disclose,35233,-0.10955393314361572
concealment_over_wrong,108,prompt_end,2,monitoring,mention,6286,-0.18287372589111328
concealment_over_wrong,108,prompt_end,2,monitoring,verify,10146,-0.04820021986961365
concealment_over_wrong,108,prompt_end,2,monitoring,check,1779,-0.08316802978515625
concealment_over_wrong,108,prompt_end,2,monitoring,aware,7853,-0.06284713745117188
concealment_over_wrong,108,prompt_end,2,monitoring,intent,7385,-0.1905977725982666
concealment_over_wrong,108,prompt_end,2,generation,answer,4226,-0.22685933113098145
concealment_over_wrong,108,prompt_end,2,generation,reason,2874,-0.13615894317626953
concealment_over_wrong,108,prompt_end,2,generation,think,1744,-0.29019851982593536
concealment_over_wrong,108,prompt_end,2,generation,step,3019,-0.1722860336303711
concealment_over_wrong,108,prompt_end,2,generation,final,1590,-0.3741137981414795
concealment_over_wrong,108,prompt_end,2,generation,short,2805,-0.597847580909729
concealment_over_wrong,108,prompt_end,2,generation,continue,3060,-0.09904927760362625
concealment_over_wrong,108,prompt_end,2,generation,stop,2936,-0.48002195358276367
concealment_over_wrong,108,prompt_end,2,generation,end,835,-0.33915242552757263
concealment_over_wrong,108,prompt_end,3,deception,lie,10246,-0.25667905807495117
concealment_over_wrong,108,prompt_end,3,deception,lying,20446,-0.4172237813472748
concealment_over_wrong,108,prompt_end,3,deception,deceive,92828,-0.3795750141143799
concealment_over_wrong,108,prompt_end,3,deception,deceptive,80274,-0.07365620136260986
concealment_over_wrong,108,prompt_end,3,deception,misleading,37209,0.13634538650512695
concealment_over_wrong,108,prompt_end,3,deception,conceal,53162,-0.09579713642597198
concealment_over_wrong,108,prompt_end,3,deception,hide,10265,-0.09052050113677979
concealment_over_wrong,108,prompt_end,3,truth,truth,8046,0.13383328914642334
concealment_over_wrong,108,prompt_end,3,truth,truthful,89867,-0.009033203125
concealment_over_wrong,108,prompt_end,3,truth,honest,10745,-0.09853368997573853
concealment_over_wrong,108,prompt_end,3,truth,honesty,47848,-0.0012701153755187988
concealment_over_wrong,108,prompt_end,3,truth,correct,4396,-0.3940000534057617
concealment_over_wrong,108,prompt_end,3,error,wrong,4969,-0.2716902941465378
concealment_over_wrong,108,prompt_end,3,error,incorrect,15114,-0.1472785472869873
concealment_over_wrong,108,prompt_end,3,error,error,1465,-0.29027557373046875
concealment_over_wrong,108,prompt_end,3,error,mistake,16523,-0.15352344512939453
concealment_over_wrong,108,prompt_end,3,error,false,895,-0.09068572521209717
concealment_over_wrong,108,prompt_end,3,cover,harmless,52897,0.05534476041793823
concealment_over_wrong,108,prompt_end,3,cover,normal,4622,-0.21189939975738525
concealment_over_wrong,108,prompt_end,3,cover,natural,5810,-0.13888207077980042
concealment_over_wrong,108,prompt_end,3,cover,plausible,49334,0.05305361747741699
concealment_over_wrong,108,prompt_end,3,cover,coherent,55787,-0.21174371242523193
concealment_over_wrong,108,prompt_end,3,cover,convincing,39561,-0.02413332462310791
concealment_over_wrong,108,prompt_end,3,cover,trust,6950,0.09533768892288208
concealment_over_wrong,108,prompt_end,3,monitoring,reveal,16400,0.17256343364715576
concealment_over_wrong,108,prompt_end,3,monitoring,disclose,35233,-0.03631925582885742
concealment_over_wrong,108,prompt_end,3,monitoring,mention,6286,0.17519104480743408
concealment_over_wrong,108,prompt_end,3,monitoring,verify,10146,0.08691191673278809
concealment_over_wrong,108,prompt_end,3,monitoring,check,1779,0.07451581954956055
concealment_over_wrong,108,prompt_end,3,monitoring,aware,7853,-0.05910992622375488
concealment_over_wrong,108,prompt_end,3,monitoring,intent,7385,-0.18093383312225342
concealment_over_wrong,108,prompt_end,3,generation,answer,4226,0.11781835556030273
concealment_over_wrong,108,prompt_end,3,generation,reason,2874,-0.126356840133667
concealment_over_wrong,108,prompt_end,3,generation,think,1744,-0.11287474632263184
concealment_over_wrong,108,prompt_end,3,generation,step,3019,-0.03377413749694824
concealment_over_wrong,108,prompt_end,3,generation,final,1590,-0.2521294057369232
concealment_over_wrong,108,prompt_end,3,generation,short,2805,-0.10582908987998962
concealment_over_wrong,108,prompt_end,3,generation,continue,3060,0.007253289222717285
concealment_over_wrong,108,prompt_end,3,generation,stop,2936,-0.13903379440307617
concealment_over_wrong,108,prompt_end,3,generation,end,835,-0.04474234580993652
concealment_over_wrong,108,prompt_end,4,deception,lie,10246,-0.29141032695770264
concealment_over_wrong,108,prompt_end,4,deception,lying,20446,-0.4835536330938339
concealment_over_wrong,108,prompt_end,4,deception,deceive,92828,-0.2974833548069
concealment_over_wrong,108,prompt_end,4,deception,deceptive,80274,-0.09238290786743164
concealment_over_wrong,108,prompt_end,4,deception,misleading,37209,0.1317729949951172
concealment_over_wrong,108,prompt_end,4,deception,conceal,53162,-0.03236204385757446
concealment_over_wrong,108,prompt_end,4,deception,hide,10265,-0.02204596996307373
concealment_over_wrong,108,prompt_end,4,truth,truth,8046,0.15322458744049072
concealment_over_wrong,108,prompt_end,4,truth,truthful,89867,0.058471426367759705
concealment_over_wrong,108,prompt_end,4,truth,honest,10745,0.00256192684173584
concealment_over_wrong,108,prompt_end,4,truth,honesty,47848,0.06208932399749756
concealment_over_wrong,108,prompt_end,4,truth,correct,4396,-0.5318806767463684
concealment_over_wrong,108,prompt_end,4,error,wrong,4969,-0.19641435146331787
concealment_over_wrong,108,prompt_end,4,error,incorrect,15114,-0.019382238388061523
concealment_over_wrong,108,prompt_end,4,error,error,1465,-0.2779848575592041
concealment_over_wrong,108,prompt_end,4,error,mistake,16523,-0.1511220932006836
concealment_over_wrong,108,prompt_end,4,error,false,895,-0.15593194961547852
concealment_over_wrong,108,prompt_end,4,cover,harmless,52897,0.13712894916534424
concealment_over_wrong,108,prompt_end,4,cover,normal,4622,-0.18396532535552979
concealment_over_wrong,108,prompt_end,4,cover,natural,5810,-0.21979284286499023
concealment_over_wrong,108,prompt_end,4,cover,plausible,49334,0.22391009330749512
concealment_over_wrong,108,prompt_end,4,cover,coherent,55787,-0.1906224489212036
concealment_over_wrong,108,prompt_end,4,cover,convincing,39561,-0.09844601154327393
concealment_over_wrong,108,prompt_end,4,cover,trust,6950,0.006778120994567871
concealment_over_wrong,108,prompt_end,4,monitoring,reveal,16400,0.3413294553756714
concealment_over_wrong,108,prompt_end,4,monitoring,disclose,35233,-0.08469295501708984
concealment_over_wrong,108,prompt_end,4,monitoring,mention,6286,0.1837327480316162
concealment_over_wrong,108,prompt_end,4,monitoring,verify,10146,0.11745288968086243
concealment_over_wrong,108,prompt_end,4,monitoring,check,1779,0.12398719787597656
concealment_over_wrong,108,prompt_end,4,monitoring,aware,7853,-0.017165184020996094
concealment_over_wrong,108,prompt_end,4,monitoring,intent,7385,-0.14182960987091064
concealment_over_wrong,108,prompt_end,4,generation,answer,4226,0.26365184783935547
concealment_over_wrong,108,prompt_end,4,generation,reason,2874,-0.05184149742126465
concealment_over_wrong,108,prompt_end,4,generation,think,1744,-0.14246273040771484
concealment_over_wrong,108,prompt_end,4,generation,step,3019,-0.046446919441223145
concealment_over_wrong,108,prompt_end,4,generation,final,1590,-0.35121041536331177
concealment_over_wrong,108,prompt_end,4,generation,short,2805,-0.20452964305877686
concealment_over_wrong,108,prompt_end,4,generation,continue,3060,0.032544732093811035
concealment_over_wrong,108,prompt_end,4,generation,stop,2936,-0.3448665142059326
concealment_over_wrong,108,prompt_end,4,generation,end,835,-0.19128191471099854
concealment_over_wrong,108,prompt_end,5,deception,lie,10246,-0.3938101530075073
concealment_over_wrong,108,prompt_end,5,deception,lying,20446,-0.7285864353179932
concealment_over_wrong,108,prompt_end,5,deception,deceive,92828,-0.2947384715080261
concealment_over_wrong,108,prompt_end,5,deception,deceptive,80274,-0.3391716480255127
concealment_over_wrong,108,prompt_end,5,deception,misleading,37209,-0.18430352210998535
concealment_over_wrong,108,prompt_end,5,deception,conceal,53162,0.12899208068847656
concealment_over_wrong,108,prompt_end,5,deception,hide,10265,0.31818270683288574
concealment_over_wrong,108,prompt_end,5,truth,truth,8046,-0.09039306640625
concealment_over_wrong,108,prompt_end,5,truth,truthful,89867,-0.020843863487243652
concealment_over_wrong,108,prompt_end,5,truth,honest,10745,0.13311827182769775
concealment_over_wrong,108,prompt_end,5,truth,honesty,47848,-0.2507007122039795
concealment_over_wrong,108,prompt_end,5,truth,correct,4396,0.19178342819213867
concealment_over_wrong,108,prompt_end,5,error,wrong,4969,-0.08917999267578125
concealment_over_wrong,108,prompt_end,5,error,incorrect,15114,0.2724285125732422
concealment_over_wrong,108,prompt_end,5,error,error,1465,0.2809957265853882
concealment_over_wrong,108,prompt_end,5,error,mistake,16523,-0.18173933029174805
concealment_over_wrong,108,prompt_end,5,error,false,895,0.0010668039321899414
concealment_over_wrong,108,prompt_end,5,cover,harmless,52897,0.5422240793704987
concealment_over_wrong,108,prompt_end,5,cover,normal,4622,0.2648566961288452
concealment_over_wrong,108,prompt_end,5,cover,natural,5810,0.2619309425354004
concealment_over_wrong,108,prompt_end,5,cover,plausible,49334,0.3342149257659912
concealment_over_wrong,108,prompt_end,5,cover,coherent,55787,-0.18423646688461304
concealment_over_wrong,108,prompt_end,5,cover,convincing,39561,0.13044381141662598
concealment_over_wrong,108,prompt_end,5,cover,trust,6950,0.2085980772972107
concealment_over_wrong,108,prompt_end,5,monitoring,reveal,16400,0.46796607971191406
concealment_over_wrong,108,prompt_end,5,monitoring,disclose,35233,-0.11925709247589111
concealment_over_wrong,108,prompt_end,5,monitoring,mention,6286,0.05967116355895996
concealment_over_wrong,108,prompt_end,5,monitoring,verify,10146,0.13309353590011597
concealment_over_wrong,108,prompt_end,5,monitoring,check,1779,0.30558133125305176
concealment_over_wrong,108,prompt_end,5,monitoring,aware,7853,-0.38315367698669434
concealment_over_wrong,108,prompt_end,5,monitoring,intent,7385,-0.2607358694076538
concealment_over_wrong,108,prompt_end,5,generation,answer,4226,0.5987186431884766
concealment_over_wrong,108,prompt_end,5,generation,reason,2874,-0.05595898628234863
concealment_over_wrong,108,prompt_end,5,generation,think,1744,-0.07507991790771484
concealment_over_wrong,108,prompt_end,5,generation,step,3019,0.04473733901977539
concealment_over_wrong,108,prompt_end,5,generation,final,1590,-0.07554695010185242
concealment_over_wrong,108,prompt_end,5,generation,short,2805,0.14222097396850586
concealment_over_wrong,108,prompt_end,5,generation,continue,3060,0.0985100269317627
concealment_over_wrong,108,prompt_end,5,generation,stop,2936,0.22332191467285156
concealment_over_wrong,108,prompt_end,5,generation,end,835,0.026655197143554688
concealment_over_wrong,108,prompt_end,6,deception,lie,10246,-0.32349181175231934
concealment_over_wrong,108,prompt_end,6,deception,lying,20446,-0.4746361970901489
concealment_over_wrong,108,prompt_end,6,deception,deceive,92828,0.19861704111099243
concealment_over_wrong,108,prompt_end,6,deception,deceptive,80274,-0.31967759132385254
concealment_over_wrong,108,prompt_end,6,deception,misleading,37209,0.3972768783569336
concealment_over_wrong,108,prompt_end,6,deception,conceal,53162,0.819405198097229
concealment_over_wrong,108,prompt_end,6,deception,hide,10265,0.41008806228637695
concealment_over_wrong,108,prompt_end,6,truth,truth,8046,-0.23435187339782715
concealment_over_wrong,108,prompt_end,6,truth,truthful,89867,0.10895538330078125
concealment_over_wrong,108,prompt_end,6,truth,honest,10745,0.17702150344848633
concealment_over_wrong,108,prompt_end,6,truth,honesty,47848,0.30158090591430664
concealment_over_wrong,108,prompt_end,6,truth,correct,4396,0.6749546527862549
concealment_over_wrong,108,prompt_end,6,error,wrong,4969,0.009887337684631348
concealment_over_wrong,108,prompt_end,6,error,incorrect,15114,0.7470588684082031
concealment_over_wrong,108,prompt_end,6,error,error,1465,0.08307361602783203
concealment_over_wrong,108,prompt_end,6,error,mistake,16523,0.022725343704223633
concealment_over_wrong,108,prompt_end,6,error,false,895,-0.16913700103759766
concealment_over_wrong,108,prompt_end,6,cover,harmless,52897,0.7347153425216675
concealment_over_wrong,108,prompt_end,6,cover,normal,4622,0.5585256814956665
concealment_over_wrong,108,prompt_end,6,cover,natural,5810,0.586195707321167
concealment_over_wrong,108,prompt_end,6,cover,plausible,49334,0.970590353012085
concealment_over_wrong,108,prompt_end,6,cover,coherent,55787,0.005207061767578125
concealment_over_wrong,108,prompt_end,6,cover,convincing,39561,0.3862950801849365
concealment_over_wrong,108,prompt_end,6,cover,trust,6950,0.2192002534866333
concealment_over_wrong,108,prompt_end,6,monitoring,reveal,16400,0.7059216499328613
concealment_over_wrong,108,prompt_end,6,monitoring,disclose,35233,-0.18676722049713135
concealment_over_wrong,108,prompt_end,6,monitoring,mention,6286,0.5250906944274902
concealment_over_wrong,108,prompt_end,6,monitoring,verify,10146,0.04492616653442383
concealment_over_wrong,108,prompt_end,6,monitoring,check,1779,0.4519294500350952
concealment_over_wrong,108,prompt_end,6,monitoring,aware,7853,-0.16454410552978516
concealment_over_wrong,108,prompt_end,6,monitoring,intent,7385,0.34244704246520996
concealment_over_wrong,108,prompt_end,6,generation,answer,4226,0.8170561790466309
concealment_over_wrong,108,prompt_end,6,generation,reason,2874,0.26212286949157715
concealment_over_wrong,108,prompt_end,6,generation,think,1744,0.2567746639251709
concealment_over_wrong,108,prompt_end,6,generation,step,3019,0.358426570892334
concealment_over_wrong,108,prompt_end,6,generation,final,1590,-0.08147811889648438
concealment_over_wrong,108,prompt_end,6,generation,short,2805,0.15007734298706055
concealment_over_wrong,108,prompt_end,6,generation,continue,3060,0.49843013286590576
concealment_over_wrong,108,prompt_end,6,generation,stop,2936,0.526975005865097
concealment_over_wrong,108,prompt_end,6,generation,end,835,0.2616102695465088
concealment_over_wrong,108,prompt_end,7,deception,lie,10246,-0.3059341609477997
concealment_over_wrong,108,prompt_end,7,deception,lying,20446,-0.2989218235015869
concealment_over_wrong,108,prompt_end,7,deception,deceive,92828,0.3080310821533203
concealment_over_wrong,108,prompt_end,7,deception,deceptive,80274,-0.290132999420166
concealment_over_wrong,108,prompt_end,7,deception,misleading,37209,0.2726278305053711
concealment_over_wrong,108,prompt_end,7,deception,conceal,53162,0.6422029733657837
concealment_over_wrong,108,prompt_end,7,deception,hide,10265,0.440748929977417
concealment_over_wrong,108,prompt_end,7,truth,truth,8046,-0.18280863761901855
concealment_over_wrong,108,prompt_end,7,truth,truthful,89867,-0.11731046438217163
concealment_over_wrong,108,prompt_end,7,truth,honest,10745,0.11725151538848877
concealment_over_wrong,108,prompt_end,7,truth,honesty,47848,0.1671619415283203
concealment_over_wrong,108,prompt_end,7,truth,correct,4396,-0.013727188110351562
concealment_over_wrong,108,prompt_end,7,error,wrong,4969,-0.45041704177856445
concealment_over_wrong,108,prompt_end,7,error,incorrect,15114,0.46208810806274414
concealment_over_wrong,108,prompt_end,7,error,error,1465,0.04360079765319824
concealment_over_wrong,108,prompt_end,7,error,mistake,16523,-0.4412264823913574
concealment_over_wrong,108,prompt_end,7,error,false,895,-0.1940556764602661
concealment_over_wrong,108,prompt_end,7,cover,harmless,52897,0.587281659245491
concealment_over_wrong,108,prompt_end,7,cover,normal,4622,0.8933683633804321
concealment_over_wrong,108,prompt_end,7,cover,natural,5810,0.7881370782852173
concealment_over_wrong,108,prompt_end,7,cover,plausible,49334,0.2381882667541504
concealment_over_wrong,108,prompt_end,7,cover,coherent,55787,-0.75789475440979
concealment_over_wrong,108,prompt_end,7,cover,convincing,39561,0.028618574142456055
concealment_over_wrong,108,prompt_end,7,cover,trust,6950,-0.20725774765014648
concealment_over_wrong,108,prompt_end,7,monitoring,reveal,16400,0.9498796463012695
concealment_over_wrong,108,prompt_end,7,monitoring,disclose,35233,-0.33913278579711914
concealment_over_wrong,108,prompt_end,7,monitoring,mention,6286,0.43224477767944336
concealment_over_wrong,108,prompt_end,7,monitoring,verify,10146,-0.2275627851486206
concealment_over_wrong,108,prompt_end,7,monitoring,check,1779,-0.06548285484313965
concealment_over_wrong,108,prompt_end,7,monitoring,aware,7853,-0.2850916385650635
concealment_over_wrong,108,prompt_end,7,monitoring,intent,7385,-0.11443853378295898
concealment_over_wrong,108,prompt_end,7,generation,answer,4226,0.7129116058349609
concealment_over_wrong,108,prompt_end,7,generation,reason,2874,0.09921598434448242
concealment_over_wrong,108,prompt_end,7,generation,think,1744,-0.6584693193435669
concealment_over_wrong,108,prompt_end,7,generation,step,3019,0.02639150619506836
concealment_over_wrong,108,prompt_end,7,generation,final,1590,-0.16061341762542725
concealment_over_wrong,108,prompt_end,7,generation,short,2805,-0.7159366607666016
concealment_over_wrong,108,prompt_end,7,generation,continue,3060,0.218142569065094
concealment_over_wrong,108,prompt_end,7,generation,stop,2936,0.24995285272598267
concealment_over_wrong,108,prompt_end,7,generation,end,835,0.19988179206848145
concealment_over_wrong,108,prompt_end,8,deception,lie,10246,-0.8333144932985306
concealment_over_wrong,108,prompt_end,8,deception,lying,20446,-0.7661933898925781
concealment_over_wrong,108,prompt_end,8,deception,deceive,92828,0.35081952810287476
concealment_over_wrong,108,prompt_end,8,deception,deceptive,80274,-0.30382490158081055
concealment_over_wrong,108,prompt_end,8,deception,misleading,37209,0.1243281364440918
concealment_over_wrong,108,prompt_end,8,deception,conceal,53162,0.6684863567352295
concealment_over_wrong,108,prompt_end,8,deception,hide,10265,0.49214863777160645
concealment_over_wrong,108,prompt_end,8,truth,truth,8046,-0.6638413667678833
concealment_over_wrong,108,prompt_end,8,truth,truthful,89867,-0.684290885925293
concealment_over_wrong,108,prompt_end,8,truth,honest,10745,-0.14785993099212646
concealment_over_wrong,108,prompt_end,8,truth,honesty,47848,-0.01653766632080078
concealment_over_wrong,108,prompt_end,8,truth,correct,4396,0.03338766098022461
concealment_over_wrong,108,prompt_end,8,error,wrong,4969,-0.5410279035568237
concealment_over_wrong,108,prompt_end,8,error,incorrect,15114,0.6401348114013672
concealment_over_wrong,108,prompt_end,8,error,error,1465,0.11838686466217041
concealment_over_wrong,108,prompt_end,8,error,mistake,16523,-0.5639076232910156
concealment_over_wrong,108,prompt_end,8,error,false,895,-0.26979947090148926
concealment_over_wrong,108,prompt_end,8,cover,harmless,52897,1.422565072774887
concealment_over_wrong,108,prompt_end,8,cover,normal,4622,0.4442758858203888
concealment_over_wrong,108,prompt_end,8,cover,natural,5810,0.7876969575881958
concealment_over_wrong,108,prompt_end,8,cover,plausible,49334,-0.3596123456954956
concealment_over_wrong,108,prompt_end,8,cover,coherent,55787,-1.2332406044006348
concealment_over_wrong,108,prompt_end,8,cover,convincing,39561,0.06852960586547852
concealment_over_wrong,108,prompt_end,8,cover,trust,6950,-0.2769930362701416
concealment_over_wrong,108,prompt_end,8,monitoring,reveal,16400,0.8805696964263916
concealment_over_wrong,108,prompt_end,8,monitoring,disclose,35233,-0.19209504127502441
concealment_over_wrong,108,prompt_end,8,monitoring,mention,6286,0.7790060043334961
concealment_over_wrong,108,prompt_end,8,monitoring,verify,10146,-0.2844884395599365
concealment_over_wrong,108,prompt_end,8,monitoring,check,1779,-0.5116419792175293
concealment_over_wrong,108,prompt_end,8,monitoring,aware,7853,-0.24357199668884277
concealment_over_wrong,108,prompt_end,8,monitoring,intent,7385,-0.24401795864105225
concealment_over_wrong,108,prompt_end,8,generation,answer,4226,0.4856142997741699
concealment_over_wrong,108,prompt_end,8,generation,reason,2874,0.020546436309814453
concealment_over_wrong,108,prompt_end,8,generation,think,1744,-0.49962687492370605
concealment_over_wrong,108,prompt_end,8,generation,step,3019,0.21856212615966797
concealment_over_wrong,108,prompt_end,8,generation,final,1590,0.05002784729003906
concealment_over_wrong,108,prompt_end,8,generation,short,2805,-0.3919038772583008
concealment_over_wrong,108,prompt_end,8,generation,continue,3060,0.328155517578125
